contract,found vulnerablities,code_coverage,branch_coverage
./chy_data/regen_return_lock/MiCon.sol,"[{""type"":""Locking ether "",""txs"":[{""buy()"":{""argtype"":[],""argdata"":[]}}],""pc"":201},{""type"":""Integer overflow "",""txs"":[{""mint(address,uint256)"":{""argtype"":[""address"",""uint256""],""argdata"":[""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef"",""115792089237316195423570985008687907853269984665640564039457584007913129639933""]}},{""mint(address,uint256)"":{""argtype"":[""address"",""uint256""],""argdata"":[""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef"",""115792089237316195423570985008687907853269984665640564039457584007913129639933""]}},{""transfer(address,uint256)"":{""argtype"":[""address"",""uint256""],""argdata"":[""0xcafebabecafebabecafebabecafebabecafebabe"",""0""]}}],""pc"":464},{""type"":""Integer overflow "",""txs"":[{""buy()"":{""argtype"":[],""argdata"":[]}},{""buy()"":{""argtype"":[],""argdata"":[]}},{""mint(address,uint256)"":{""argtype"":[""address"",""uint256""],""argdata"":[""0xcafebabecafebabecafebabecafebabecafebabe"",""115792089237316195423570985008687907853269984665640564039457584007913129639933""]}},{""buy()"":{""argtype"":[],""argdata"":[]}},{""buy()"":{""argtype"":[],""argdata"":[]}},{""mint(address,uint256)"":{""argtype"":[""address"",""uint256""],""argdata"":[""0xcafebabecafebabecafebabecafebabecafebabe"",""115792089237316195423570985008687907853269984665640564039457584007913129639933""]}},{""balances(address)"":{""argtype"":[""address""],""argdata"":[""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""]}}],""pc"":502}]",99.73684210526315,95.83333333333334
./chy_data/regen_return_lock/InvitherB.sol,"[{""type"":""Locking ether "",""txs"":[{""setContractLock(bool)"":{""argtype"":[""bool""],""argdata"":[""False""]}},{""setContractLock(bool)"":{""argtype"":[""bool""],""argdata"":[""False""]}},{""transferOwner(address)"":{""argtype"":[""address""],""argdata"":[""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""]}},{""setContractLock(bool)"":{""argtype"":[""bool""],""argdata"":[""False""]}},{""setContractLock(bool)"":{""argtype"":[""bool""],""argdata"":[""False""]}},{""transferOwner(address)"":{""argtype"":[""address""],""argdata"":[""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""]}},{""addUser(uint256)"":{""argtype"":[""uint256""],""argdata"":[""20576037610350951340516507057301886618865198000242304923234248299252465860340""]}}],""pc"":355}]",91.55701754385966,88.33333333333333
./chy_data/regen_return_lock/viewMessageNumPayable.sol,"[{""type"":""Locking ether "",""txs"":[{""setNewMessage(string)"":{""argtype"":[""string""],""argdata"":[""""]}}],""pc"":458}]",97.55043227665706,92.5
./chy_data/regen_return_lock/LaolaiManage.sol,"[{""type"":""Arbitrary memory access"",""txs"":[{""addLaolai(bytes32,uint256)"":{""argtype"":[""uint256"",""uint256""],""argdata"":[""83869992887188581275154648180672331671231216031367499273537021110505629912742"",""59558190005932156515992009810515760186684366904185367361081870366696237544792""]}}],""pc"":825}]",99.78586723768737,93.75
./chy_data/regen_return_lock/Luck.sol,"[{""type"":""Assertion failure"",""txs"":[{""luckHistory(uint256)"":{""argtype"":[""uint256""],""argdata"":[""113531372451235318608092819074191767312570269659897602283091850774917529395486""]}}],""pc"":539}]",99.62264150943396,96.15384615384616
./chy_data/regen_return_lock/TestQuery.sol,[],99.56521739130434,90
./chy_data/regen_return_lock/EtherWhuffieManager.sol,"[{""type"":""Arbitrary memory access"",""txs"":[{""sendNegativeWhuffies(address,uint256,string)"":{""argtype"":[""uint160"",""uint256"",""bytes""],""argdata"":[""1283091593959040850819948396332734406009529821270"",""115792089237316195423570985008687907853269984665640564039457584007913129639934"",""bytearray(b'E')""]}}],""pc"":496},{""type"":""Arbitrary memory access"",""txs"":[{""sendPositiveWhuffies(address,uint256,string)"":{""argtype"":[""uint160"",""uint256"",""bytes""],""argdata"":[""791837820977288081682332110803938332630624413012"",""115792089237316195423570985008687907853269984665640564039457584007913129639934"",""bytearray(b'')""]}}],""pc"":709},{""type"":""Integer overflow "",""txs"":[{""sendPositiveWhuffies(address,uint256,string)"":{""argtype"":[""uint160"",""uint256"",""bytes""],""argdata"":[""1461501637330902918203684832716283019655932542974"",""65814510595275539122280887407509292725084019041875381847964758100742701530031"",""bytearray(b'\\xc7v\\x94(\\x0f\\xbeK\\'\""\\xda\\xacYQ\\xf3\\xbe\\x83\\x98\\x92\\xd8\\xe8\\xf5\\x0c~\\x0b\\xd6}*\\x9cL\\xf0\\'9')""]}},{""sendPositiveWhuffies(address,uint256,string)"":{""argtype"":[""uint160"",""uint256"",""bytes""],""argdata"":[""1461501637330902918203684832716283019655932542974"",""65814510595275539122280887407509292725084019041875381847964758100742701530031"",""bytearray(b'\\xc7v\\x94(\\x0f\\xbeK\\'\""\\xda\\xacYQ\\xf3\\xbe\\x83\\x98\\x92\\xd8\\xe8\\xf5\\x0c~\\x0b\\xd6}*\\x9cL\\xf0\\'9')""]}},{""positiveWhuffies(address)"":{""argtype"":[""uint160""],""argdata"":[""1026799903280325659873743375672569610612246880179""]}}],""pc"":707},{""type"":""Integer overflow "",""txs"":[{""sendNegativeWhuffies(address,uint256,string)"":{""argtype"":[""uint160"",""uint256"",""bytes""],""argdata"":[""1"",""37242554213723007996267672145292772722400569759982340930373035151654985061793"",""bytearray(b'\\xc7v\\x94(\\x0f\\xbeK\\'\""\\xda\\xacYQ\\xf3\\xbe\\x83\\x98\\x92\\xd8\\xe8\\xf5\\x0c~\\x0b\\xd6}*\\x9cL\\xf0\\'9')""]}},{""sendNegativeWhuffies(address,uint256,string)"":{""argtype"":[""uint160"",""uint256"",""bytes""],""argdata"":[""1"",""37242554213723007996267672145292772722400569759982340930373035151654985061793"",""bytearray(b'\\xc7v\\x94(\\x0f\\xbeK\\'\""\\xda\\xacYQ\\xf3\\xbe\\x83\\x98\\x92\\xd8\\xe8\\xf5\\x0c~\\x0b\\xd6}*\\x9cL\\xf0\\'9')""]}},{""negativeWhuffies(address)"":{""argtype"":[""uint160""],""argdata"":[""816257457532972768406533627150936324358133455055""]}},{""sendNegativeWhuffies(address,uint256,string)"":{""argtype"":[""uint160"",""uint256"",""bytes""],""argdata"":[""1"",""37242554213723007996267672145292772722400569759982340930373035151654985061793"",""bytearray(b'\\xc7v\\x94(\\x0f\\xbeK\\'\""\\xda\\xacYQ\\xf3\\xbe\\x83\\x98\\x92\\xd8\\xe8\\xf5\\x0c~\\x0b\\xd6}*\\x9cL\\xf0\\'9')""]}},{""sendNegativeWhuffies(address,uint256,string)"":{""argtype"":[""uint160"",""uint256"",""bytes""],""argdata"":[""1"",""37242554213723007996267672145292772722400569759982340930373035151654985061793"",""bytearray(b'\\xc7v\\x94(\\x0f\\xbeK\\'\""\\xda\\xacYQ\\xf3\\xbe\\x83\\x98\\x92\\xd8\\xe8\\xf5\\x0c~\\x0b\\xd6}*\\x9cL\\xf0\\'9')""]}},{""negativeWhuffies(address)"":{""argtype"":[""uint160""],""argdata"":[""816257457532972768406533627150936324358133455055""]}},{""sendNegativeWhuffies(address,uint256,string)"":{""argtype"":[""uint160"",""uint256"",""bytes""],""argdata"":[""1204706639263291435064855846842593780288657597337"",""0"",""bytearray(b'')""]}}],""pc"":494}]",99.80806142034548,95.83333333333334
./chy_data/regen_return_lock/TransferMoney.sol,"[{""type"":""Locking ether "",""txs"":[{""depositMoney()"":{""argtype"":[],""argdata"":[]}}],""pc"":150}]",99.4186046511628,94.44444444444444
./chy_data/regen_return_lock/SimpleMathTest003.sol,"[{""type"":""Assertion failure"",""txs"":[{""div(uint256,uint256)"":{""argtype"":[""uint256"",""uint256""],""argdata"":[""33183666269099209527680274829838674108170946237802749134167983926151380295905"",""0""]}}],""pc"":244}]",99.50738916256158,95.45454545454545
./chy_data/regen_return_lock/Bitway.sol,"[{""type"":""Locking ether "",""txs"":[{""00000000"":{""argtype"":[],""argdata"":[]}}],""pc"":296}]",92.98477829252151,85.71428571428571
./chy_data/regen_return_lock/CertifiedDocuments.sol,"[{""type"":""Assertion failure"",""txs"":[{""subtitles(uint256)"":{""argtype"":[""uint256""],""argdata"":[""75996169349552943570832426963494877669697194160820649547446043890153256567111""]}}],""pc"":3313}]",94.97098646034816,89.20454545454545
./chy_data/regen_return_lock/ERC721_token.sol,"[{""type"":""Arbitrary memory access"",""txs"":[{""create(uint256,string,string)"":{""argtype"":[""uint256"",""string"",""string""],""argdata"":[""115792089237316195423570985008687907853269984665640564039457584007913129639934"","""",""AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA""]}},{""create(uint256,string,string)"":{""argtype"":[""uint256"",""string"",""string""],""argdata"":[""115792089237316195423570985008687907853269984665640564039457584007913129639934"","""",""AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA""]}},{""approve(address,uint256)"":{""argtype"":[""address"",""uint256""],""argdata"":[""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef"",""115792089237316195423570985008687907853269984665640564039457584007913129639934""]}}],""pc"":637},{""type"":""Arbitrary memory access"",""txs"":[{""create(uint256,string,string)"":{""argtype"":[""uint256"",""string"",""string""],""argdata"":[""115792089237316195423570985008687907853269984665640564039457584007913129639935"","""",""AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA""]}},{""create(uint256,string,string)"":{""argtype"":[""uint256"",""string"",""string""],""argdata"":[""115792089237316195423570985008687907853269984665640564039457584007913129639935"","""",""AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA""]}},{""approve(address,uint256)"":{""argtype"":[""address"",""uint256""],""argdata"":[""0xffffffffffffffffffffffffffffffffffffffff"",""86273813941871367645430967660063693020300664863242198328120210284922910122756""]}},{""create(uint256,string,string)"":{""argtype"":[""uint256"",""string"",""string""],""argdata"":[""115792089237316195423570985008687907853269984665640564039457584007913129639935"","""",""AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA""]}},{""create(uint256,string,string)"":{""argtype"":[""uint256"",""string"",""string""],""argdata"":[""115792089237316195423570985008687907853269984665640564039457584007913129639935"","""",""AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA""]}},{""approve(address,uint256)"":{""argtype"":[""address"",""uint256""],""argdata"":[""0xffffffffffffffffffffffffffffffffffffffff"",""86273813941871367645430967660063693020300664863242198328120210284922910122756""]}},{""transfer(address,uint256)"":{""argtype"":[""address"",""uint256""],""argdata"":[""0xcafebabecafebabecafebabecafebabecafebabe"",""115792089237316195423570985008687907853269984665640564039457584007913129639935""]}}],""pc"":1274}]",99.8914223669924,97.91666666666666
./chy_data/regen_return_lock/D2GBToken.sol,[],85.76137112722478,77.94117647058823
